,Unnamed: 0,Nombre,Nacimiento,PaÃ­s,year,month,day,trimestre
1153,1153,"Mohr, Stefan",1967-10-22,Germany,1967,10,22,4
1154,1154,"Moiseenko, Alexander",1980-05-17,Ukraine,1980,5,17,2
1155,1155,"Moiseenko, Vadim",1994-07-07,Russia,1994,7,7,3
1156,1156,"Mokry, Karel",1959-02-07,CzechoÂ­slovakia,1959,2,7,1
1157,1157,"Mollah Abdullah, Al Rakib",1980-12-02,Bangladesh,1980,12,2,4
1159,1159,"Mons, Leon",1995-09-10,Germany,1995,9,10,3
1160,1160,"Monticelli, Mario",1902-03-16,Italy,1902,3,16,1
1161,1161,"Moradiabadi, Elshan",1985-05-22,Iran,1985,5,22,2
1162,1162,"Moranda, Wojciech",1988-08-17,Poland,1988,8,17,3
1163,1163,"Moreno Carnero, Javier",1975-06-07,Spain,1975,6,7,2
1164,1164,"Moroni, Luca Jr.",2000-07-01,Italy,2000,7,1,3
1165,1165,"Morovic FernÃ¡ndez, IvÃ¡n",1963-03-24,Chile,1963,3,24,1
1166,1166,"Moroz, Alexander",1961-01-18,Ukraine,1961,1,18,1
1167,1167,"Morozevich, Alexander",1977-07-18,Russia,1977,7,18,3
1168,1168,"Mosadeghpour, Masoud",1997,Iran,1997,1,1,1
1169,1169,"Moskalenko, Alexander",1988-06-08,Russia,1988,6,8,2
1170,1170,"Moskalenko, Viktor",1960-12-04,Ukraine,1960,12,4,4
1171,1171,"Motwani, Paul",1962-06-13,Scotland,1962,6,13,2
1172,1172,"Motylev, Alexander",1979-06-17,Russia,1979,6,17,2
1173,1173,"Moussard, Jules",1995-01-16,France,1995,1,16,1
1174,1174,"Movsesian, Sergei",1978-11-03,Slovakia,1978,11,3,4
1175,1175,"Movsziszian, Karen",1963-01-06,Armenia,1963,1,6,1
1176,1176,"Mozharov, Mikhail",1990-10-19,Russia,1990,10,19,4
1177,1177,"Mrva, Martin",1971-12-12,Slovakia,1971,12,12,4
1178,1178,"Muller, Karsten",1970-11-23,Germany,1970,11,23,4
1179,1179,"Munkhgal, Gombosuren",1988-09-06,Mongolia,1988,9,6,3
1180,1180,"Murariu, Andrei",1986-02-17,Romania,1986,2,17,1
1181,1181,"MuratoviÄ, Alija",1962-01-05,Serbia,1962,1,5,1
1182,1182,"Murey, Jacob",1941-08-02,Israel,1941,8,2,3
1183,1183,"Murshed, Niaz",1966-05-13,Bangladesh,1966,5,13,2
1184,1184,"MuÃ±oz, Miguel",1975-10-10,Spain,1975,10,10,4
1185,1185,"MuÅ¡e, Mladen",1963-01-20,Germany,1963,1,20,1
1186,1186,"Muzychuk, Anna",1990-02-28,Slovenia,1990,2,28,1
1187,1187,"Muzychuk, Mariya",1992-09-21,Ukraine,1992,9,21,3
1188,1188,"Nabaty, Tamir",1991-05-04,Israel,1991,5,4,2
1189,1189,"Nadyrkhanov, Sergey",1963-09-28,Russia,1963,9,28,3
1190,1190,"Nagy, GÃ¡bor",1994-09-18,Hungary,1994,9,18,3
1191,1191,"Naiditsch, Arkadij",1985-10-25,Germany,1985,10,25,4
1192,1192,"Najdorf, Miguel",1910-04-15,Argentina,1910,4,15,2
1193,1193,"Najdoski, Toni",1970-05-04,North Macedonia,1970,5,4,2
1194,1194,"Najer, Evgeniy",1977-06-22,Russia,1977,6,22,2
1196,1196,"Nalbandian, Tigran",1975-06-05,Armenia,1975,6,5,2
1197,1197,"Nanu, CosticÇ-Ciprian",1977-07-28,Romania,1977,7,28,3
1198,1198,"Narayanan, S. L.",1998-01-10,India,1998,1,10,1
1199,1199,"Narayanan, Srinath",1994-02-14,India,1994,2,14,1
1200,1200,"Narciso Dublan, Marc",1974-01-20,Spain,1974,1,20,1
1202,1202,"Nasanjargal, Urtnasan",1994-02-19,Mongolia,1994,2,19,1
1203,1203,"Nasuta, Grzegorz",1996-03-01,Poland,1996,3,1,1
1204,1204,"Nataf, Igor-Alexandre",1978-05-02,France,1978,5,2,2
1205,1205,"Naumann, Alexander",1979-02-17,Germany,1979,2,17,1
1206,1206,"Naumkin, Igor",1965-08-10,Russia,1965,8,10,3
1207,1207,"Navara, David",1985-03-27,Czech Republic,1985,3,27,1
1208,1208,"Nedev, Trajko",1973-02-27,North Macedonia,1973,2,27,1
1209,1209,"Neelotpal, Das",1982-04-20,India,1982,4,20,2
1210,1210,"Negi, Parimarjan",1993-02-09,India,1993,2,9,1
1211,1211,"NeikÅ¡Äns, Arturs",1983-03-16,Latvia,1983,3,16,1
1212,1212,"Nemet, Ivan",1943-04-14,Yugoslavia,1943,4,14,2
1213,1213,"NepomÂ­niachtchi, Ian",1990-07-14,Russia,1990,7,14,3
1214,1214,"Nesterov, Arseniy",2003,Russia,2003,1,1,1
1215,1215,"Nesterov, Yakov",1966-11-24,Kazakhstan,1966,11,24,4
1216,1216,"NestoroviÄ, Nikola",1989-10-13,Serbia,1989,10,13,4
1217,1217,"Neuman, Petr",1978-03-11,Czech Republic,1978,3,11,1
1218,1218,"Nevednichy, Vladislav",1969-09-03,Romania,1969,9,3,3
1219,1219,"Neverov, Valeriy",1964-06-21,Ukraine,1964,6,21,2
1220,1220,"Nevostrujev, Vladimir",1966-05-25,Russia,1966,5,25,2
1221,1221,Nguyá»n Anh DÅ©ng,1976-03-17,Vietnam,1976,3,17,1
1222,1222,Nguyá»n Anh KhÃ´i,2002-01-11,Vietnam,2002,1,11,1
1223,1223,Nguyá»n Äá»©c HÃ²a,1989-07-13,Vietnam,1989,7,13,3
1224,1224,Nguyá»n Huynh Minh Huy,1987-10-11,Vietnam,1987,10,11,4
1225,1225,Nguyá»n Ngá»c TrÆ°á»ng SÆ¡n,1990-02-23,Vietnam,1990,2,23,1
1226,1226,Nguyá»n ThÃ¡i Äai VÃ¢n,2001-12-12,Czech Republic,2001,12,12,4
1227,1227,Nguyá»n VÄn Huy,1985-03-14,Vietnam,1985,3,14,1
1228,1228,Ni Hua,1983-05-31,China,1983,5,31,2
1229,1229,"Nielsen, Peter Heine",1973-05-24,Denmark,1973,5,24,2
1231,1231,Nihal Sarin,2004-07-13,India,2004,7,13,3
1232,1232,"Nijboer, Friso",1965-05-26,Netherlands,1965,5,26,2
1233,1233,"NikÄeviÄ, NebojÅ¡a",1965-02-20,Yugoslavia (S&M),1965,2,20,1
1234,1234,"Nikitin, Andrey",1974-08-10,Russia,1974,8,10,3
1235,1235,"Nikolac, Juraj",1932-04-22,Yugoslavia,1932,4,22,2
1236,1236,"Nikolaidis, Ioannis",1971-01-04,Greece,1971,1,4,1
1237,1237,"Nikolenko, Oleg",1959-06-19,Russia,1959,6,19,2
1238,1238,"NikoliÄ, Predrag",1960-09-11,Yugoslavia,1960,9,11,3
1239,1239,"NikoliÄ, Stanimir",1935-01-26,Yugoslavia,1935,1,26,1
1240,1240,"Nikolov, Momchil",1985-03-03,Bulgaria,1985,3,3,1
1241,1241,"Ninov, Nikolai",1969-05-21,Bulgaria,1969,5,21,2
1242,1242,"Nisipeanu, Liviu-Dieter",1976-08-01,Romania,1976,8,1,3
1243,1243,"Nogueiras Santiago, JesÃºs",1959-07-17,Cuba,1959,7,17,3
1245,1245,"Nosenko, Alexander",1968-01-13,Ukraine,1968,1,13,1
1246,1246,"Notkevich, Benjamin Arvola",1993-02-09,Norway,1993,2,9,1
1247,1247,"Novik, Maxim",1970-04-03,Russia,1970,4,3,2
1248,1248,"Novikov, Igor",1962-05-23,Ukraine,1962,5,23,2
1249,1249,"Novikov, Maxim",1972-05-02,Russia,1972,5,2,2
1250,1250,"Novikov, Stanislav",1985-07-06,Russia,1985,7,6,3
1252,1252,"NybÃ¤ck, Tomi",1985-04-03,Finland,1985,4,3,2
1253,1253,"Nyzhnyk, Illya",1996-09-27,Ukraine,1996,9,27,3
1254,1254,"ObregÃ³n, AndrÃ©s Carlos",1986-10-22,Argentina,1986,10,22,4
1255,1255,"Obregon Rivero, Juan Carlos",1989-09-08,Cuba,1989,9,8,3
1256,1256,"Obukhov, Alexander",1969-04-17,Russia,1969,4,17,2
1257,1257,"Odeev, Handszar",1972-01-27,Turkmenistan,1972,1,27,1
1258,1258,"Ãgaard, Leif",1952-01-05,Norway,1952,1,5,1
1259,1259,"O'Kelly de Galway, AlbÃ©ric",1911-05-17,Belgium,1911,5,17,2
1260,1260,"Okhotnik, Vladimir",1950-02-28,France,1950,2,28,1
1261,1261,"Ãlafsson, FriÃ°rik",1935-01-26,Iceland,1935,1,26,1
1262,1262,"Ãlafsson, Helgi",1956-08-15,Iceland,1956,8,15,3
1263,1263,"Oleksiyenko, Mykhaylo",1986-09-30,Ukraine,1986,9,30,3
1264,1264,"Oliva CastaÃ±eda, Kevel",1994-05-04,Cuba,1994,5,4,2
1265,1265,"Oll, Lembit",1966-04-23,Soviet Union,1966,4,23,2
1266,1266,"Olszewski, MichaÅ",1989-09-23,Poland,1989,9,23,3
1267,1267,"Omelja, Artem",1991,Ukraine,1991,1,1,1
1268,1268,"Oms Pallise, Josep",1973-07-20,Andorra,1973,7,20,3
1269,1269,"Onischuk, Alexander",1975-09-03,Ukraine,1975,9,3,3
1270,1270,"Onischuk, Vladimir",1991-07-21,Ukraine,1991,7,21,3
1271,1271,"Oparin, Grigoriy",1997-07-01,Russia,1997,7,1,3
1272,1272,"Oral, TomÃ¡Å¡",1977-12-24,Czech Republic,1977,12,24,4
1273,1273,"Oratovsky, Michael",1974-04-03,Israel,1974,4,3,2
1274,1274,"Orlov, Andrey",1977-03-19,Russia,1977,3,19,1
1275,1275,"Ortega, Lexy",1960-03-08,Italy,1960,3,8,1
1276,1276,"Ortiz SuÃ¡rez, Isan Reynaldo",1985-04-02,Cuba,1985,4,2,2
1277,1277,"Ostenstad, Berge",1964-09-15,Norway,1964,9,15,3
1278,1278,"OstojiÄ, Predrag",1938-02-22,Yugoslavia,1938,2,22,1
1279,1279,"Ovetchkin, Roman",1973-01-16,Russia,1973,1,16,1
1280,1280,"Ovsejevitsch, Sergei",1974-05-04,Ukraine,1974,5,4,2
1281,1281,"Pacher, Milan",1990-10-03,Slovakia,1990,10,3,4
1282,1282,"Pachman, LudÄk",1924-05-11,CzechoÂ­slovakia,1924,5,11,2
1283,1283,"Padevsky, Nikola",1933-05-29,Bulgaria,1933,5,29,2
1284,1284,"Paehtz, Thomas",1956-09-04,Germany,1956,9,4,3
1285,1285,"Paichadze, Luka",1991-03-06,Georgia,1991,3,6,1
1286,1286,"Pakleza, Zbigniew",1986-12-05,Poland,1986,12,5,4
1287,1287,"Palac, Mladen",1971-02-18,Croatia,1971,2,18,1
1288,1288,"Palatnik, Semon",1950-03-26,Soviet Union,1950,3,26,1
1289,1289,"Palo, Davor",1985-11-02,Denmark,1985,11,2,4
1290,1290,"Panarin, Mikhail",1983-08-04,Russia,1983,8,4,3
1291,1291,"Panchanathan, Magesh Chandran",1983-08-10,India,1983,8,10,3
1292,1292,"Panchenko, Alexander",1953-10-05,Soviet Union,1953,10,5,4
1293,1293,"Panno, Ãscar",1935-03-17,Argentina,1935,3,17,1
1294,1294,"Pantsulaia, Levan",1986-02-26,Georgia,1986,2,26,1
1295,1295,"Paoli, Enrico",1908-01-13,Italy,1908,1,13,1
1296,1296,"Pap, Gyula",1991-04-20,Hungary,1991,4,20,2
1297,1297,"Pap, MiÅ¡a",1979-05-01,Serbia,1979,5,1,2
1298,1298,"Papadopoulos, Ioannis K.",1988-04-12,Greece,1988,4,12,2
1299,1299,"Papaioannou, Ioannis",1976-04-20,Greece,1976,4,20,2
1300,1300,"Papin, Vasily",1988-09-21,Russia,1988,9,21,3
1301,1301,"Papp, Gabor",1987-05-04,Hungary,1987,5,4,2
1302,1302,"Paragua, Mark",1984-03-29,Philippines,1984,3,29,1
1303,1303,"Paravyan, David",1998-03-08,Russia,1998,3,8,1
1305,1305,"PÃ¢rligras, Mircea-Emilian",1980-12-28,Romania,1980,12,28,4
1306,1306,"Parma, Bruno",1941-12-30,Yugoslavia,1941,12,30,4
1307,1307,"Pashikian, Arman",1987-07-28,Armenia,1987,7,28,3
1308,1308,"PaunoviÄ, Dragan",1961-11-08,Serbia,1961,11,8,4
1309,1309,"PavasoviÄ, DuÅ¡ko",1976-10-15,Slovenia,1976,10,15,4
1310,1310,"Pavlidis, Antonios",1993-04-01,Greece,1993,4,1,2
1311,1311,"Pavlov, Maxim",1979-06-13,Ukraine,1979,6,13,2
1312,1312,"PavloviÄ, MiloÅ¡",1964-01-05,Yugoslavia (S&M),1964,1,5,1
1313,1313,"PechÃ¡Ä, JerguÅ¡",2001-10-31,Slovakia,2001,10,31,4
1314,1314,"Pelletier, Yannick",1976-09-22,Switzerland,1976,9,22,3
1315,1315,"Pena Gomez, Manuel",1988-06-13,Spain,1988,6,13,2
1316,1316,Peng Xiaomin,1973-04-08,China,1973,4,8,2
1317,1317,Peng Zhaoqin,1968-05-08,Netherlands,1968,5,8,2
1319,1319,"Peralta, Fernando",1979-12-16,Argentina,1979,12,16,4
1321,1321,"PÃ©rez Candelario, Manuel",1983-05-25,Spain,1983,5,25,2
1322,1322,"PÃ©rez Mitjans, Orelvis",1976-07-28,Spain,1976,7,28,3
1323,1323,"PÃ©rez Ponsa, Federico",1993-10-22,Argentina,1993,10,22,4
1324,1324,"PÃ©rez Rodriguez, LuÃ­s Manuel",1978-10-05,Cuba,1978,10,5,4
1326,1326,"PerunoviÄ, MiloÅ¡",1984-01-14,Serbia and Montenegro,1984,1,14,1
1327,1327,"Petkevich, Jusefs",1940-12-19,Latvia,1940,12,19,4
1328,1328,"Petkov, Vladimir",1971-01-26,Bulgaria,1971,1,26,1
1329,1329,"Petr, Martin",1988-08-23,Czech Republic,1988,8,23,3
1330,1330,"PetÅÃ­k, TomÃ¡Å¡",1980-10-31,Slovakia,1980,10,31,4
1331,1331,"Petrosian, Arshak B.",1953-12-16,Armenia,1953,12,16,4
1332,1332,"Petrosian, Davit G.",1984-09-20,Armenia,1984,9,20,3
1333,1333,"Petrosian, Tigran",1929-06-17,Soviet Union,1929,6,17,2
1334,1334,"Petrosian, Tigran L.",1984-09-17,Armenia,1984,9,17,3
1335,1335,"Petrosyan, Manuel",1998-05-06,Armenia,1998,5,6,2
1336,1336,"Petrov, Marian",1975-09-14,Bulgaria,1975,9,14,3
1337,1337,"Petrov, Nikita",1996-07-01,Russia,1996,7,1,3
1338,1338,"PÃ©tursson, Margeir",1960-02-15,Iceland,1960,2,15,1
1339,1339,"Pfleger, Helmut",1943-08-06,West Germany,1943,8,6,3
1340,1340,"Pichot, Alan",1998-08-13,Argentina,1998,8,13,3
1341,1341,"Pietzsch, Wolfgang",1930-12-21,East Germany,1930,12,21,4
1342,1342,"Pigusov, Evgeny",1961-03-31,Russia,1961,3,31,1
1343,1343,"Piket, Jeroen",1969-01-27,Netherlands,1969,1,27,1
1344,1344,"Pikula, Dejan",1969-07-31,Yugoslavia (S&M),1969,7,31,3
1345,1345,"Pilavov, Georgy",1974-12-13,Ukraine,1974,12,13,4
1346,1346,"Pilnik, Herman",1914-01-08,Argentina,1914,1,8,1
1347,1347,"PintÃ©r, JÃ³zsef",1953-11-09,Hungary,1953,11,9,4
1348,1348,"Piorun, Kacper",1991-11-24,Poland,1991,11,24,4
1349,1349,"Pirc, Vasja",1907-12-19,Yugoslavia,1907,12,19,4
1350,1350,"Piskov, Yury",1964-10-17,Russia,1964,10,17,4
1351,1351,"Plachetka, JÃ¡n",1945-02-18,CzechoÂ­slovakia,1945,2,18,1
1352,1352,"Planinec, Albin",1944-04-18,Yugoslavia,1944,4,18,2
1354,1354,"PlÃ¡t, VojtÄch",1994-01-23,Czech Republic,1994,1,23,1
1355,1355,"Podolchenko, Evgeniy",1988-02-07,Belarus,1988,2,7,1
1356,1356,"Poetsch, Hagen",1991-08-27,Germany,1991,8,27,3
1357,1357,"Pogorelov, Ruslan",1959-06-07,Ukraine,1959,6,7,2
1358,1358,"PolÃ¡k, TomÃ¡Å¡",1974-04-24,Czech Republic,1974,4,24,2
1359,1359,"Polgar, Judit",1976-07-23,Hungary,1976,7,23,3
1360,1360,"Polgar, Susan",1969-04-19,Hungary,1969,4,19,2
1361,1361,"Polugaevsky, Lev",1934-11-20,Soviet Union,1934,11,20,4
1362,1362,"Poluljahov, Aleksandr",1965-06-06,Russia,1965,6,6,2
1363,1363,"Polzin, Rainer",1971-02-13,Germany,1971,2,13,1
1364,1364,"Pomar, Arturo",1931-09-01,Spain,1931,9,1,3
1365,1365,"Ponkratov, Pavel",1988-07-15,Russia,1988,7,15,3
1366,1366,"Ponomariov, Ruslan",1983-10-11,Ukraine,1983,10,11,4
1367,1367,"Popchev, Milko",1964-11-11,Bulgaria,1964,11,11,4
1368,1368,"Popilski, Gil",1993-10-06,Israel,1993,10,6,4
1369,1369,"Popov, Ivan",1990-03-20,Russia,1990,3,20,1
1370,1370,"Popov, Valerij",1974-09-10,Russia,1974,9,10,3
1371,1371,"PopoviÄ, DuÅ¡an",1983-02-28,Serbia,1983,2,28,1
1372,1372,"PopoviÄ, Petar",1959-02-14,Yugoslavia,1959,2,14,1
1373,1373,"Portisch, Lajos",1937-04-04,Hungary,1937,4,4,2
1374,1374,"Postny, Evgeny",1981-07-03,Israel,1981,7,3,3
1375,1375,"Potapov, Alexander",1969-01-05,Russia,1969,1,5,1
1376,1376,"Potapov, Pavel",1990-09-28,Russia,1990,9,28,3
1377,1377,"Potkin, Vladimir",1982-06-28,Russia,1982,6,28,2
1378,1378,"PourraÂ­mezanali, Amirreza",1992-09-23,Iran,1992,9,23,3
1379,1379,"Pozo Vera, Sandro",1987-07-27,Cuba,1987,7,27,3
1380,1380,PraggnaÂ­nandhaa R,2005-08-10,India,2005,8,10,3
1381,1381,"Predke, Alexandr",1994-01-05,Russia,1994,1,5,1
1382,1382,"PredojeviÄ, Borki",1987-04-06,Bosnia and Herzegovina,1987,4,6,2
1383,1383,"Preotu, Razvan",1999-08-11,Canada,1999,8,11,3
1384,1384,"Priasmoro, Novendra",1999-11-24,Indonesia,1999,11,24,4
1385,1385,"Pridorozhni, Aleksei",1981-08-27,Russia,1981,8,27,3
1386,1386,"PriÃ©, Ãric",1962-03-14,France,1962,3,14,1
1387,1387,"Prins, Lodewijk",1913-01-27,Netherlands,1913,1,27,1
1388,1388,Prithu Gupta,2004-03-08,India,2004,3,8,1
1389,1389,"ProhÃ¡szka, PÃ©ter",1992-01-13,Hungary,1992,1,13,1
1390,1390,"Prokopchuk, Evgeny",1978-07-13,Russia,1978,7,13,3
1391,1391,"Pruijssers, Roeland",1989-08-16,Netherlands,1989,8,16,3
1392,1392,"Prusikin, Michael",1978-01-19,Germany,1978,1,19,1
1393,1393,"Psakhis, Lev",1958-11-29,Soviet Union,1958,11,29,4
1394,1394,"Puc, Stojan",1921-04-09,Yugoslavia,1921,4,9,2
1395,1395,"Pultinevicius, Paulius",2001-11-24,Lithuania,2001,11,24,4
1396,1396,"Puranik, Abhimanyu",2000-02-11,India,2000,2,11,1
1397,1397,"Pushkov, Nikolai",1946-11-28,Russia,1946,11,28,4
1398,1398,"Qashashvili, Alexandre",1975-09-02,Georgia,1975,9,2,3
1399,1399,"Quesada PÃ©rez, Luis Ernesto",1999-01-04,Cuba,1999,1,4,1
1400,1400,"Quesada PÃ©rez, Yasser",1992-05-23,Cuba,1992,5,23,2
1401,1401,"Quesada PÃ©rez, Yuniesky",1984-07-31,Cuba,1984,7,31,3
1402,1402,"Quinteros, Miguel A.",1947-12-28,Argentina,1947,12,28,4
1403,1403,"Quparadze, Giga",1987-08-23,Georgia,1987,8,23,3
1404,1404,"Rabiega, Robert",1971-02-01,Germany,1971,2,1,1
1405,1405,"Radjabov, Teimour",1987-03-12,Azerbaijan,1987,3,12,1
1406,1406,"Radulov, Ivan",1939-01-07,Bulgaria,1939,1,7,1
1407,1407,"Radulski, Julian",1972-05-24,Bulgaria,1972,5,24,2
1408,1408,"Raetsky, Alexander",1961-10-17,Russia,1961,10,17,4
1409,1409,"Ragger, Markus",1988-02-05,Austria,1988,2,5,1
1410,1410,"Ragozin, Viacheslav",1908-10-08,Soviet Union,1908,10,8,4
1411,1411,"Rahman, Ziaur",1974-05-01,Bangladesh,1974,5,1,2
1412,1412,"RaiÄeviÄ, Vladimir",1949-05-02,Yugoslavia,1949,5,2,2
1413,1413,"RajkoviÄ, DuÅ¡an",1942-06-17,Yugoslavia,1942,6,17,2
1414,1414,"Rajpara, Ankit",1994-08-27,India,1994,8,27,3
1415,1415,"Rakhmanov, Aleksandr",1989-08-28,Russia,1989,8,28,3
1416,1416,"Rambaldi, Francesco",1999-01-19,Italy,1999,1,19,1
1417,1417,Ramesh R. B.,1976-04-20,India,1976,4,20,2
1418,1418,"RamÃ­rez, Alejandro",1988-06-21,Costa Rica,1988,6,21,2
1419,1419,"Rantanen, YrjÃ¶",1950-04-23,Finland,1950,4,23,2
1420,1420,"Rapport, RichÃ¡rd",1996-03-25,Hungary,1996,3,25,1
1421,1421,"Rashkovsky, Nukhim N.",1946-04-18,Soviet Union,1946,4,18,2
1422,1422,"RaÅ¡Ã­k, VitÄzslav",1973-11-07,Czech Republic,1973,11,7,4
1423,1423,"Rasmussen, Allan Stig",1983-11-20,Denmark,1983,11,20,4
1424,1424,"Rasulov, Vugar",1991-04-05,Azerbaijan,1991,4,5,2
1425,1425,"RatkoviÄ, Miloje",1996-04-05,Serbia,1996,4,5,2
1426,1426,"Raznikov, Danny",1993-03-29,Israel,1993,3,29,1
1427,1427,"Razuvaev, Yuri",1945-10-10,Soviet Union,1945,10,10,4
1428,1428,"Rechlis, Gad",1967-02-05,Israel,1967,2,5,1
1429,1429,"Ree, Hans",1944-09-15,Netherlands,1944,9,15,3
1430,1430,"Reefat, Bin-Sattar",1974-07-25,Bangladesh,1974,7,25,3
1431,1431,"Reinderman, Dimitri",1972-08-12,Netherlands,1972,8,12,3
1432,1432,"Relange, Ãloi",1976-07-01,France,1976,7,1,3
1433,1433,"Renet, Olivier",1964-12-21,France,1964,12,21,4
1434,1434,"Repka, Christopher",1998-10-06,Slovakia,1998,10,6,4
1436,1436,"Riazantsev, Alexander",1985-09-12,Russia,1985,9,12,3
1437,1437,"Ribli, ZoltÃ¡n",1951-09-06,Hungary,1951,9,6,3
1438,1438,"Ricardi, Pablo",1962-02-25,Argentina,1962,2,25,1
1439,1439,"Richter, Michael",1978-07-20,Germany,1978,7,20,3
1440,1440,"Riff, Jean-NoÃ«l",1981-04-22,France,1981,4,22,2
1441,1441,"Ringoir, Tanguy",1994-06-29,Belgium,1994,6,29,2
1442,1442,"RÃ­os, Cristhian Camilo",1993-04-09,Colombia,1993,4,9,2
1443,1443,"Ristic, Nenad",1958-11-19,Yugoslavia (S&M),1958,11,19,4
1444,1444,"Rivas Pastor, Manuel",1960-07-13,Spain,1960,7,13,3
1445,1445,"Rizouk, Aimen",1979-08-03,Algeria,1979,8,3,3
1446,1446,"Robatsch, Karl",1929-10-14,Austria,1929,10,14,4
1448,1448,"RodrÃ­guez CÃ©spedes, Amador",1956-09-08,Spain,1956,9,8,3
1449,1449,"RodrÃ­guez Guerrero, Enrique",1983-11-08,Spain,1983,11,8,4
1450,1450,"RodrÃ­guez Vargas, Orestes",1943-07-04,Peru,1943,7,4,3
1451,1451,"RodrÃ­guez Vila, AndrÃ©s",1973-12-19,Uruguay,1973,12,19,4
1452,1452,"Rodshtein, Maxim",1989-01-19,Israel,1989,1,19,1
1453,1453,"RoganoviÄ, MiloÅ¡",1991-12-23,Serbia,1991,12,23,4
1454,1454,"Rogers, Ian",1960-06-24,Australia,1960,6,24,2
1455,1455,"RogiÄ, Davor",1971-07-27,Croatia,1971,7,27,3
1457,1457,"Rogovski, Vladimir",1965-02-07,Ukraine,1965,2,7,1
1458,1458,"Rogozenco, Dorian",1973-08-18,Moldava,1973,8,18,3
1460,1460,"Roiz, Michael",1983-10-12,Israel,1983,10,12,4
1461,1461,"Romanenko, Vladimir",1985-04-06,Belarus,1985,4,6,2
1462,1462,"Romanishin, Oleg M.",1952-01-10,Soviet Union,1952,1,10,1
1463,1463,"Romanov, Evgeny",1988-11-02,Russia,1988,11,2,4
1464,1464,"Rombaldoni, Axel",1992-03-23,Italy,1992,3,23,1
1465,1465,"Romero Holmes, Alfonso",1965-05-28,Spain,1965,5,28,2
1466,1466,"Rossetto, HÃ©ctor",1922-09-08,Argentina,1922,9,8,3
1468,1468,"Rotstein, Arkadij",1961-04-29,Ukraine,1961,4,29,2
1469,1469,"Roussel-Roozmon, Thomas",1988-01-08,Canada,1988,1,8,1
1470,1470,"Rowson, Jonathan",1977-04-18,Scotland,1977,4,18,2
1471,1471,"Saptarshi, Roy",1986-03-21,India,1986,3,21,1
1472,1472,"Roy Chowdhury, Saptarshi",1982-02-13,India,1982,2,13,1
1473,1473,"Rozentalis, Eduardas",1963-05-27,Lithuania,1963,5,27,2
1474,1474,"Rozum, Ivan",1991-12-09,Russia,1991,12,9,4
1475,1475,"Ruban, Vadim",1964-06-13,Russia,1964,6,13,2
1476,1476,"Rubinstein, Akiba",1880-12-01,Poland,1880,12,1,4
1477,1477,"Rublevsky, Sergei",1974-10-15,Russia,1974,10,15,4
1478,1478,"Ruiz Castillo, Joshua Daniel",1997-07-08,Colombia,1997,7,8,3
1479,1479,"Ruck, RÃ³bert",1977-12-10,Hungary,1977,12,10,4
1480,1480,"Rusev, Krasimir",1983-10-16,Bulgaria,1983,10,16,4
1481,1481,"Rustemov, Alexander",1973-07-06,Russia,1973,7,6,3
1482,1482,"RuÅ¾elÄ, Darius",1968-04-27,Lithuania,1968,4,27,2
1483,1483,"Rychagov, Andrey",1979-08-03,Russia,1979,8,3,3
1484,1484,"Rychagov, Mikhail",1967-11-12,Estonia,1967,11,12,4
1485,1485,"Sadhwani, Raunak",2005-12-22,India,2005,12,22,4
1487,1487,"Sadikhov, Ulvi",1998-11-23,Azerbaijan,1998,11,23,4
1488,1488,"Sadorra, Julio Catalino",1986-09-14,Philippines,1986,9,14,3
1489,1489,"Sadvakasov, Darmen",1979-04-28,Kazakhstan,1979,4,28,2
1490,1490,"Sadzikowski, Daniel",1994-01-20,Poland,1994,1,20,1
1491,1491,"Safarli, Eltaj",1992-05-18,Azerbaijan,1992,5,18,2
1492,1492,"Safin, Shukhrat",1970-04-03,Uzbekistan,1970,4,3,2
1494,1494,"Å ahoviÄ, Dragutin",1940-08-08,Yugoslavia,1940,8,8,3
1495,1495,"Å ajtar, Jaroslav",1921-12-03,CzechoÂ­slovakia,1921,12,3,4
1496,1496,"Sakaev, Konstantin",1974-04-13,Russia,1974,4,13,2
1497,1497,"Saleh, Salem A. R.",1993-01-04,United Arab Emirates,1993,1,4,1
1498,1498,"Salgado LÃ³pez, IvÃ¡n",1991-06-29,Spain,1991,6,29,2
1499,1499,"Salinas Herrera, Pablo",1994-06-03,Chile,1994,6,3,2
1500,1500,"Salomon, Johan",1997-05-07,Norway,1997,5,7,2
1501,1501,"Salov, Valery",1964-05-26,Soviet Union,1964,5,26,2
1502,1502,"Saltaev, Mihail",1962-11-19,Uzbekistan,1962,11,19,4
1503,1503,"Salvador, Roland",1982-01-03,Philippines,1982,1,3,1
1504,1504,"Sambuev, Bator",1980-11-25,Russia,1980,11,25,4
1505,1505,"SÃ¤misch, Friedrich",1896-09-20,West Germany,1896,9,20,3
1506,1506,"San Segundo Carrillo, Pablo",1970-02-09,Spain,1970,2,9,1
1507,1507,"Åanal, Vahap",1998-05-26,Turkey,1998,5,26,2
1508,1508,"SÃ¡nchez, Joseph",1970-08-19,Philippines,1970,8,19,3
1509,1509,"SÄnduleac, Vasile",1971-01-02,Moldova,1971,1,2,1
1510,1510,"Sanguineti, RaÃºl",1933-02-03,Argentina,1933,2,3,1
1511,1511,"Sanikidze, Tornike",1989-01-01,Georgia,1989,1,1,1
